ASV_ID,Domain,Phylum,Class,Order,Family,Genus,Species
64718fa525a73fa8f452f37d47aec0b3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,
ca38b0ab7632585f4d3b848be802fd3d,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_bacterium
2acb09c0dd96728f7575a3984a3134de,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
ae0c528b1ae8969b97bc323ffce25e10,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,
5e1a559c10be856dbcddb23eba69e573,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
680b7d3483ea6a457df67c62ddd6418d,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
4b741ceaca2de7ce1ed848440fa225b3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
37fcf931becf60140dac062c855ffa7c,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,,
8ae1b5160a46cf0bab454694e05516aa,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,
f787ee2fbdaee6b26db0c0b918fa77bd,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,
80a1f6e45203fda8fb8435eb06657a08,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides
3dd9181439e4170198e1316276cd6af5,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,uncultured_bacterium
9c665550c079dd23c709e661688afc2e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
42d63cdab3918a55944ed0ad625cec88,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
a959ca58362faa712bdd03ffb8c9b602,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-009,uncultured_bacterium
2a90a8febd7c9ae0fe7bb7e69799266d,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
4b2ffa4097792d9829416b27a1ea8e48,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
ffefdc6771ca77b8f7ade40ec2a35164,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,,
fdaa06709c35bfb36e7a6cd625ece7bd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
022fc7a930625513c1e6ff81f98ec7a8,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,Z20,uncultured_bacterium
40de09b579f7cb5fe889ac8bb2707d69,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,uncultured_rumen
9cd026da3b1993239abaa97f9448c475,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
8c32f681e003f8adc1f18f180bf3a1f8,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
fa23a6b902b53c91be2e2f37fa45f9f1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
dda033a5965a2f3bafcf1c98b543d914,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
1c9e457264f7614ed5f34d886620870e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
ea0d08db245cb8f32fb1b7b5d5b7f164,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),
a2f82cfaf9297b286a628c4092c29451,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
8a74ae12c3d90a1a61347755573f285f,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
fa11af73cce32772c5a0b052e4081d32,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus_flavefaciens
5c8cea576bf52f62d2068fc83754bfa8,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
a5ab328923a23c6e744d772b76692b87,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus]_torques_group,
8510519ce686f2926cf002c510a7712b,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,,
0b63998069ad08605caf1ed64f0a3741,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium
5da032e167aa8f392492b3ff34e14590,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,uncultured_bacterium
bf474787f19ee99656f1a0a5e239212b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,uncultured,uncultured,
a127aac64bd4a96f21e29cf1294f956b,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,uncultured,
33b56ca9094f34c9335c35f5a2ef418a,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
2f768e7e5de808163003b284e547da7b,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales,uncultured_rumen
e0412a3f4881cdce688960984b7ae042,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
0d6e4179462469e717563c5338a88fab,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-009,uncultured_bacterium
4bf39f8f4ecb3912f6f76995ac2d1698,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
6e5156a2321d6b398b0f8305d567707d,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,uncultured_bacterium
df653f2bcf40e64bfb028e3f49bf49d3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
4534856130b26b0afadfd8d325e84af9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group,uncultured_bacterium
5d88e90c10979afd05ede564d663f919,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
4d9d1b18cf5f2634e73cfdcfa6212128,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
5a3be9303bdd009b853b5f3fe6a00f01,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
d1af4b8674a0794c55eb99eedd68c85e,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_bacterium
f7a05dd55e97efa03cc8793b1a081d60,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,
1256e093f744e2702ce1e0e368808d68,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_XPB1014_group,
7c293ac95b5e3883f48284addf50f715,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
95150fd9824f824b69d22256928ed066,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,uncultured_Bacteroidales
d12351d0bc9f93f05a6debdf8fead84e,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,
01dc4a836600a8c5de0b6107bd028e02,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_XPB1014_group,
1e353302bc7798fb057c991d527c5069,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
5477f14530574e5c06809112efaaacc7,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,uncultured_bacterium
b637f7b4a63c8467ebd7605daad3b7a2,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
5f790959aef7b45b73366ee9e85aa79a,Bacteria,,,,,,
abceaff7322620ec7052c15a0df06ab3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_ruminantium_group,uncultured_bacterium
393b48916a0fcdaf5ea5307ce8b56bc3,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
6c9db0d8445efcb87d96639066d8d962,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
5e69a1c046d7d5666f1b328437900548,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
57124feafabb7d643f70ccc26473873e,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,Gastranaerophilales,uncultured_bacterium
ff78fe7742d66bc6724f5c6f063a4188,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
086afda3a81771f756d5319ad7e60cd3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
cfb40c9665a3c29d5663236e07594fee,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
8a022e6fb0a00f9420ee8267ee7bc93c,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,
bb24d68755d2fd822bb1ce9d5df3ad2a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
aa6f536d341c28473f631466f18ce50c,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
6212ac2e458a8e997fc523e0d10f4cd0,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,
9aff607898381f71b112ab6b492e4cf7,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_oxidoreducens_group,
498b6ed5d8e102d3ee276341059e5a63,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
ca308deee795bdee6733737fd4ce3c71,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
de58603af4dd610cdf29525c3541da9e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-006,uncultured_rumen
0ce40371c4eb85ab5079da31c5b06f57,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,
115ae6831288e5ab4812526d98744cff,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
9e17984bf8d2b63082ae75fdc6cf66b2,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
847860d0848c8c44d47a001b2d19910c,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_bacterium
e71dc9b6bc9358ef4407022ee24d8f76,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_bacterium
cd8c4e11d59d4a6812314f55450d4ee1,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,uncultured_rumen
a76899b4f3f1c0eb91345465c7c5ba44,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-008,uncultured_rumen
f432626ef2d67988b44a1b0c7fe3e073,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
b59d483b2960cb3b177fed595bec2c87,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
62560919338afef082d81b4c050896ee,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Pseudobutyrivibrio,
9819dea80495edfa33298284a68a77a0,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
76e063e29d92b90a8da3bbf5006d01ca,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
aaa0e68b3b731bba7c43aa14e0099081,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Oligosphaeraceae,horsej-a03,
3018fcdccd16e9432bc88cb6b6e3bc0e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_bacterium
d6fbb749e623e490a050073ba31729ab,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
427d9d9141a3d1857f3f6b7734db13ad,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,uncultured_bacterium
c68313bf2c926e8b76cf7c09e340df51,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium
5ed60f60d99e77b4b4b35014db36dda4,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
ba8779d0a37e0bb4b085c07f4dffe51c,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,uncultured_rumen
02b6f5f8679ebd5048ad5742f6ad927d,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
b45711d24e475c03059c55675aaaae24,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,uncultured_bacterium
7dbadc3c6b9b2ed8900adedc3c1f8a03,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group,uncultured_bacterium
93c4e751a06fe74e6b993a3c5cbbd630,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
4ebc6bc1581744f4c2fe420264a4d498,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
9eee895c5d32cfbb9f68707f1d81335d,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,[Anaerorhabdus]_furcosa_group,uncultured_bacterium
ac72d71d38836ae184cd401e9260cf48,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,
22fa5420429457ea304f7ae9a72b4314,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium
7300ead98e4a55b61da13cdbc710358f,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,uncultured_rumen
1e7677a9deff625e45df31848f0540a5,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas_sp.
312badd7f53f9a2a3198392131e699a6,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,
8bf5b9f1a6828384ab1ee001668e015e,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
180c8c6174a2a74801caf36741aee8a4,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
1b4dbd4c00c96b6337dc325a41caeee5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
4cea88e066a4892c6153b6cc39c77291,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,,
4d22be42c625b07768e063d050872928,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,,
c4b8c0d66fd18fa161579dec3ffe48da,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_bacterium
181cd97054d370312ee8e96291bc14ae,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
57814ec58dbec6659a6756463dbfa987,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
4c12513ceef6d4e552fea46b0f87f950,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured,
f0ec9ed552069dc5966aa28c5ae60709,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001,uncultured_bacterium
812c61d0748faa4ef0e7fd9db698934e,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,unidentified
bada7444e3c41ac89328dc1ca4804818,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
c78e5aa15fe5b57511e2523f12d79427,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
c9c7309b7dc779f58f6a7293781d5b91,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Pseudobutyrivibrio,
67e53ee7466aa99d08dea2919b0ddf5f,Bacteria,Spirochaetota,MVP-15,MVP-15,MVP-15,MVP-15,
303c5eb4f37b37e689c98c20a7f06f6e,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,uncultured_bacterium
c742cc9c2fd5e1505be6859034b88c8b,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
5d8587685ec3b89afac31df686145d00,Bacteria,Spirochaetota,MVP-15,MVP-15,MVP-15,MVP-15,
19f1026d9858c6a72000e8d6fa0cfb6f,Bacteria,Firmicutes,Clostridia,,,,
4554ecf66ac3c27719cbaee6cfba31b6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,,
4ae040633a9bb7eddbfbb6e8c901f892,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_Lachnospiraceae
3a4533ff1910674194baa7bd3eb2044c,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,
91c4d98fca5cc3a12bb52fe4aaa64755,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,uncultured_bacterium
b808b477dedd06a913f78679cebde67d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium
1508266a8d81c6fb72b15816a2ec4315,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
d7ebcc3699116428003c68e0f13838fd,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
ba4191c1ab35aa0f981bd1897ac0e7d3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,
58f4363baa850ae71013712a22e71feb,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,
ab1242178496f222d9435a011667b208,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
edc333b12b7c6291fac864a902757002,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
ad50211c5507daf9640a16621ca7195e,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_Ruminococcaceae
50940e0bd591a22512c90a896d337b27,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,uncultured_bacterium
912c6a4a8beac6cf93aebd1f6087595a,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,uncultured_bacterium
5654eaed5cb8cfbbafb84f8293abe68f,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,uncultured_bacterium
71292ce05b6340de570b0b26da3fbc70,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,
b8dfec91fd00e6447945f025656d8680,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
c22b85ed739992877ff8f888fea286b7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
b7a65a6112a919c8ae3081ce59b7ef2f,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,
fd714d3bd1c30d027c0d06504baac6d4,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
4360ab0a48956b66da4a9bf66bc41514,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
22bfbd8d690f5cf31a8d87a13978d991,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,uncultured_Lachnospiraceae
f7ab42122ac45b57542c98e7849e060e,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_Alphaproteobacteria
3e1fb508a6667c57007e8caf6a1596c1,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
6039b0a810392c408070dc0e913886d9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
30893f82a5b2f2b67280515f0f3bcfad,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,
1787bf7ce988760a77cb3274c96a5326,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
23f1f86e4ff142573bd47be8ad904484,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082,uncultured_bacterium
257e047ea46f667e8ad66106bbf677ef,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
615c08131914e66966678c0047b1ce7e,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,uncultured_bacterium
28f9c7d01c0e2fe2339e097115762a7a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
fc4ba99e015cbaee0c7bc280a00b174c,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_bacterium
3e84b821db3aaa3d73a8645005516114,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,uncultured_bacterium
cdcb454c04fa4a5195168647ce06d4ee,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium]_ruminantium_group,uncultured_bacterium
4396a90fdeb76fcb51928458c7b0c595,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_Ruminococcaceae
11cdb6cac905ed1b485fd5faa51c1a4b,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallaceae,uncultured_bacterium
b82a1271bc7908ecf789d06643a613fb,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,unidentified_rumen
e23c3442394757982f81d6204994bf99,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,
3ba6111fd7d6068b69d5f0bab4ec43e2,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,
b6665b467fb3f9b22c6daae9e4c81475,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,
d73bfe9c56bb56b0d58219f0a4684b8b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
c7c7b616e57a7e3d2290c1f559d8ef04,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,
39dc08dc590aaf76be3ac81300ac5fe5,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Papillibacter,uncultured_bacterium
833b96a2c2c75c4487c8612b0de99ba6,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
4093df8d31d11ddf9373828c6d1fbbb9,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_bacterium
b2e5df0320f624d7f542d7659ef5b9d4,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,
71a8c317e49554d16eda178e66b58d4e,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,
b995b494f97ba3d73a5cb064bbcb3e95,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium
dc15da41e1b7b5c549697a1eba703547,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group,uncultured_bacterium
e887c6c4a1daca1a81fb64ee13397b1b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
2c2660db1bcd1593706812421845eae4,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,uncultured_bacterium
221e0ebbc0519933abac79d1d1789a50,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
635196a0ee17652d5ec5821b8f76f623,Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,uncultured_bacterium
fc5a8521999adddd19953d933dc9c858,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,,
ae9eebb889de1eeee7e536374d396dca,Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39,uncultured_bacterium
a729375969ea29c9306a7dcf975a621c,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium
8b4eb7db34f59521b1cc5f8234d10c21,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_bacterium
5a08b410b33889effe7099381d61a518,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,,,
ffbfc389d7238571a10089286a5e1b09,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,p-251-o5,uncultured_bacterium
bb0cf37a31b81bc571de75307d3a0baf,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,uncultured_bacterium
b4d89c55531783d53dc70c334402b225,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_RF16_group,Bacteroidales_RF16_group,uncultured_Porphyromonadaceae
6920d0a08b6b2f0db673484d29947034,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium
2e95cdd65b4a5ee093258bb8ccfe29d1,Bacteria,Firmicutes,Clostridia,Oscillospirales,,,
