ASV_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
ff186b4a392cbafd5c1a29da3304e254,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,,1
2ee2ce5db15dd6a2490a8015843e07c3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.820053108
99f73377f2b343085c174536015e42d5,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.99999163
9d2635b09396c1919d911ba279ac01b5,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,uncultured_bacterium,0.83310708
5899b0e80806c3a3d51cd9901c2d83c3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.909598576
01c816f8b6af7cdc9853a0c1b1857bdd,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.998753922
f2beae295044cf22ebd3b490897bc8dc,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,uncultured_bacterium,0.966593704
e65c5117d32a3a33e29faec4fc9ee23c,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_ruminis,0.984184788
a51ba52085bf6e60a725b3b7153d831a,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_aviarius,0.999893468
205a234dd1d0b00677cde8a77aabb537,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,bacterium_MD2012,0.723387588
65060ccd19ab026546be161f6f6adcfe,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,,0.99715425
b3d2982d38b5057ae622c9a0ebe12d32,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999997386
6e7fe1c2f4286634dc716c8c3f719d16,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,,0.999943821
90c310ad376ed8eaae09f8e80f796fee,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,unidentified,0.850897895
48529994fba8d6c03ed81d16cca1b756,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,uncultured_rumen,0.986317351
3cacd608c99468cdb64a32be176d1c3e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured,gut_metagenome,0.912613717
d2a135c7040989998c215c65df886e9c,Bacteria,Firmicutes,Clostridia,uncultured,uncultured,uncultured,,0.982067271
9afea655f40331ba6b61bd51e97bd605,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,,,0.999809157
1d7c72e179640a07d06d493f9cb59cff,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium,0.722272367
f817bb49e39b6788d1e695ee092f57c8,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,uncultured_bacterium,0.705184217
4246a0efd5f07b1fde6f57f0f7d758f2,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,,0.999975919
5bf660b858ad8942c63039f2561d0314,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,,0.999986153
13348a7b7716eaf4de8c687317828a69,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.935993697
4840fe294c92b385680d700e601dda77,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium,0.834796672
8265142346116cee647304becc32a9ff,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,,0.999075431
1ce481f0b6f7d5a4eda73c476ab1b494,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,,0.906337371
4f032f48e050ea6597d9593d150801f6,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,,0.99859035
d8b57f1165903ec9f963faa02fba7de5,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_Lachnospiraceae,0.849391385
5c137d740847579d729d226ae462c7d9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.885066218
85da8466ef512b84eefb1cf2cf9dba8e,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_baratii,0.847393396
217b3411c383474dff720ae8a0469cfb,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,uncultured_bacterium,0.864033805
393769dbf6b7fb5d0d5bf5967afa5050,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_YAB2003_group,uncultured_rumen,0.875056713
00e5de9a1c84d5a055421d03384cd047,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,uncultured_bacterium,0.834751727
5477f14530574e5c06809112efaaacc7,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptoclostridium,uncultured_bacterium,0.870132877
604f1945676e28a1029f52ae58da6553,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,uncultured_Clostridiales,0.966805398
9baf08295b97e82a51f7a88ccebcaf15,Bacteria,,,,,,,0.999195561
791da8e590b2aba40b435e2aac8bd1ca,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,,0.987539792
ef532fca8c6f4aedbd57e828997b8686,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.999928139
22a8527041f4bf724c0f7d0d12c50902,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999998427
41277bed5bd7cedba88146ff0f2acfd8,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.999718282
7c889f66622b87c38d3240db4299b109,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,uncultured_bacterium,0.996925929
82525efa560c5a225fc9186a511ff84f,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,,0.999998261
531b0ef72def5cc4a5e47ae0b00b97f4,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_Ruminococcaceae,0.84298457
fa4858e48284ac721701794e8083fd21,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,0.884830476
9b59ec564daba1c6476fb301cdc8a182,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,uncultured_bacterium,0.785179924
b38c99bfb436093f0529d1c47850d34c,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999997035
446e84742591e9d39fae36668b39705a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.999540391
ab306597822f1f72ef7cd09be560520c,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,uncultured_bacterium,0.997455871
74961304b38bff6f26d21ec516af650e,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,,0.998653817
4eeb6722889b4c1a97be0f15fccb6b77,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11_gut_group,uncultured_bacterium,0.999837546
207bf1861745e62b264c1092c3f3bfaa,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.941044701
2107b64d32a6a44f4aaa53fc84a61c50,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.882345115
0c2cca1181bbc8a484c77d38d2f6f30e,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_Bacteroidales,0.737986487
dc290217edf79aa5b2d4e586805ac7dc,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,,0.999993721
2377e69a8fb779ea9bb29ed33f0828d3,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,uncultured_bacterium,0.772496082
33ba63e69e3455f2c3d524e3562bfd99,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,uncultured_Lachnospiraceae,0.745029763
bfb81f53e2a8498e5ad8357540997eca,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_vulgatus,0.786698897
100456aa6024eecc3baa071435ea85d0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_ruminis,0.982421839
106d58094e542a12ab177a0019a38ce8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,uncultured_Bacteroidales,0.922517131
6699e107e1285fc54c46f1eec1f2ed84,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999986229
ee0b97b006785f3428c69fe0fb35342d,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,,0.882269429
843e5656b69789d4664ad935b68fcecd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,0.926064865
bc566eb79e967b68ddec8f26e44c2782,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_colicanis,0.823897178
f9c10546db8578c959acd6c3d966ee33,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,,0.99949384
1c7721116047e63b0f72082858f6d19b,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,,0.991189687
ca33febaf726d12b598122291c9be445,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.996075715
f5690833c8edd4be07cdb3ecb7d3f0fe,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,uncultured_Ruminococcaceae,0.862328639
deb881da46baba3cfb4597694d5f3505,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dielma,uncultured_bacterium,0.997955781
d83b0e7f016487f15f760af7f0b81b55,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-001,uncultured_Lachnospiraceae,0.976948397
93c4e751a06fe74e6b993a3c5cbbd630,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium,0.768563361
8f6551e8200df85518e7e5994392caa4,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,uncultured,uncultured_bacterium,0.715041154
2eb55a2b3a1d5a3fbecb863b15039a42,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium,0.805085339
be9ef81bdac54d5ae6ea3794b8595a24,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.937709756
09462698e688315be3dc216d8be36a88,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,,0.999872384
5591548bc2998033efe1d8a7c682131c,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,,0.716825517
3039b67ba636233d1377cf234a87361e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,,0.998076208
d87e370cb6874c1049f3d3fa66dd4464,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,,,0.889850331
fe612d8191326d5fb553c5604cb27645,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,,0.9965011
6f0de2fdf6b8e8ebe846d4c32e2fb6a1,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999984223
55983eb5b04c8f5064983f271651c92c,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,Anaerosporobacter_mobilis,0.797053002
c9bf9ce17a88652f615d5e41a01b500a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,uncultured_bacterium,0.980095945
7a50850c2cee655920a08246f7d7f552,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,,0.99945955
fcf1e56a294997a145e47b2bc0276c79,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.992644336
959a66b39cd43f96552fe8e97685c0a4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.941528889
f7cda11f158bb062c0b6af83fee00d1f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,0.996441234
35a63cd2333c1c1d9489a031378e2c9f,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.996147079
b96cf9356fb358a161b11058d1f38f98,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,0.990338921
3561561a0d48622a90b5133c1774277f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,,0.99978704
14dd682697499487cac00ce053e1d980,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999998208
d65cba70ac57d725960cb262a60662b8,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_1,Clostridium_paraputrificum,0.816118842
77b049a5d20534aeb627d50b1a818e0c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.881862688
d6a38a814a3225eebc11f872f698006a,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,0.950076435
50a9fc8986ed5223a20e3e757ec1b672,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,uncultured,uncultured_bacterium,0.999588008
fb289526e109f130ea40e682af871fda,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.928277897
75907d91dd000a44e24a0458aeff1da8,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.99129819
7a6ed134d644cc594f3df6dd00f57ea1,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.718636789
5cefe2bc720a037d164eaa890c7ffa3f,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999998491
adcc0a0ba6f49e9f6a99e53fe21bdfc9,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,0.999916129
5f13ed591fd0dbe6ce840c606550a268,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,,1
cbcb273af45ee2956d43b48817d19c4b,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999991862
ef5c40eb1bc8637ccefa632aeead4888,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK4A136_group,,0.738154851
7527e8a8e2bd3e985872c5c85bb924ac,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.914897571
a7313355bbeeb71a2225308a253743cc,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.996467522
2e6abc52efeef729e0cf6d32e8ae71d2,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,,0.999732219
8da737506a969c11aa873bf9d1d2746c,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,uncultured_bacterium,0.999364959
3d1e40021b4bd3736d76f3eb16b25d9c,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium,0.768724904
52e11e4ba2db4ac845f7abff542d4269,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,0.923694462
81465c34e26e2b5406ad5bfcc75660b2,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium,0.806075174
dbb6dfde952b5f6c1df63268bc8056e3,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999991668
d9f54d2fd7eaded8b59d85264bdb851a,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,,1
6fa2d618dcf93e5a744a0aca11f6ea77,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,,1
ad6471b355934b2e10f5b03a1b5833c5,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus_Soleaferrea,uncultured_Anaerotruncus,0.732443645
6bbfd96c274bd4ab05669fb0a8d8b888,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,,0.728144819
4b2ffa4097792d9829416b27a1ea8e48,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,,0.999999823
6daca33692f0e19967a8bb4a4f267816,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium,0.768804277
589ed614166899a4dd92fdb7a90fc71d,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,0.983844129
5b05d393374c043b73b3543c121f6832,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium,0.942524049
58bf795ae95c0ec83e10e822f7ee4b41,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999863276
70e26dc1325379ac13101b71063f079f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,uncultured_bacterium,0.987449053
64ce65cfc30756a4326cb0647afcf98c,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999978542
962ef48beafdb113c5858ec43ea782b2,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium,0.907320977
d86f446c56d24b50e168f1344e086d53,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,,0.997415567
517738d0095da476d37bcc4a7a21b3d3,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,uncultured_bacterium,0.958767033
75f780cf0fce8536bf0be6916f1d7272,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus_parasuis,0.854684179
07a9ed5775b51d74f47d21358606200b,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,uncultured_bacterium,0.882970394
0e7249a8e173b8f59b6c1c26a00b3f15,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,,0.955958925
0fabea75e356d7878e4fe79a5250f752,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,,0.998129696
2e1254a9e6626d2ae07619baeb690fc6,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.938686653
f9cef0751f196fbe01f27221691b53a2,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,,0.996107855
d55464150d4950d78f7d3f22b8bfb783,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,,0.999758059
4804ff84e387420df43475bdcf704d96,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium,0.828565271
3815e08acbb67938446ff4f529637dd3,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.997478911
7f2a88ee51b93414a31e03abaacbc403,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999970782
42403916b6536d9d605b3cd2f8ef79e8,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999986818
a6d6bc6850d559609f08a4a26389e96d,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter,uncultured_rumen,0.999988339
4c6b6a45befa768c3ea10d3bc8718372,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Moryella,,0.777201083
a840245782a206260a8264c0ce55e218,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,UCG-010,uncultured_bacterium,0.796176201
af8580f00d6c3f8a4d1f78bbcb801c15,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001,uncultured_rumen,0.992179763
cd7c9cb902c3ee218200f04a9ca05d59,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.918799502
81c69161c551b90daea705c6701bdbe8,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,0.720785196
a42175b3e9680f61b17471c5d14b89d7,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,uncultured_Lachnospiraceae,0.900336088
0f6a7ef0b28db9ad54504fe1fbb3fd4e,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,uncultured_bacterium,0.973729584
aa31e66b74e747aa7ea519462aad1341,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999984039
0ac3738040dc861383d163a85df93465,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,0.878379014
78ab075ba2b73af05da20b6e80cab823,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,[Eubacterium]_siraeum_group,uncultured_bacterium,0.963753188
c246a70607140c8a7797aeaa8242052e,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,,1
54fdd83c24742052e338086e2173619c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,uncultured,uncultured,uncultured_bacterium,0.999681558
05bc28d386a28efb108311cb6eac560b,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,,0.97892201
20166784635da42625510243578e8d9e,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,,0.976490714
a87ca9fff6c1f60f444097ddeb6050a7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,uncultured,,0.942597965
700d58144d79a8d3c6561ae0373b2878,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_coprostanoligenes_group,uncultured_bacterium,0.71435203
6310e086f3e5dd84943d07cb1eff975b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,uncultured_bacterium,0.989195732
e514d7f3555df1c6754835d94842397d,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,,0.977923515
10a6e2e33ce075fa6a20ccf0182cfe4a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,dgA-11_gut_group,uncultured_bacterium,0.997790577
0360ec41544cd430f3122e9549d540e3,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,,0.99999994
3855409ed5f0012a4629d30873518e88,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,,0.833659945
5dd0340274804c8f420b606dd20954fe,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,uncultured,Globicatella_sp.,0.985634097
bc014cceddb77509529299ac25724f84,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,0.987968413
5e1a559c10be856dbcddb23eba69e573,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,,0.999992795
5d7569dd1a0451511036634fb30f4c61,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014,Clostridia_UCG-014,uncultured_rumen,0.718853665
b08cb26c05537e61558425264aa2ec93,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,0.999923573
6f5649d6b09b9d2dfcd98dcc873b1db6,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.998431214
0a425fe93422c45dde81e5b88b247c18,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,uncultured_Bacteroides,0.844335263
78cdde6cab45db9f8cc0690eaa96ec76,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,uncultured_bacterium,0.815364537
8e0de91d806cb7abb407f8235e0107e1,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,,0.990864862
95148b045dcc5a98c0dcf2b42ae1fc5c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,uncultured_bacterium,0.721100638
8cb6d68a66212716eb460ed7f6838c5c,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999992384
9251979bc410f0e3ca88e261bf67b1f7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214_group,,0.992900255
5c4f34a030ea9bf26f4520e20fe1eecf,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.949070277
49621f5958d40bdf114cc406749941f6,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,uncultured_bacterium,0.826828917
03a8387b016554b2588e9fe72f714826,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,uncultured_bacterium,0.709237118
100601688d9a60851e95b3c393bb236a,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,,0.999997509
4cb84ab1b52b7289f3967a8d3bcaed55,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Absiella_argi,0.99994724
441e2d334d11477c52211862bdc98f54,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,,,0.999994559
